"","Rank","ID","Drug","Viability","KRAS","FC","Lable","Label"
"269",269,"N1872","Epigallocatechin",0.842105263,0.964563526,1.14541918733977,"Normal","FC≤2"
"270",270,"C6969","Acetophenone",0.843018213,0.893571209,1.05996667120643,"Normal","FC≤2"
"271",271,"C7042","trans-4-Hydroxycyclohexanecarboxylic acid",0.843018213,1.055059982,1.25152691333372,"Normal","FC≤2"
"272",272,"B8214","Dihydrotestosterone(DHT)",0.843179588,0.755883052,0.896467446268398,"Normal","FC≤2"
"273",273,"B7593","Xanthurenic acid",0.843450479,0.760911337,0.902141092980516,"Normal","FC≤2"
"274",274,"N1743","Curcumol",0.84375,0.890233362,1.055091392,"Normal","FC≤2"
"275",275,"C6712","Hydroquinidine",0.843963805,1.072944809,1.27131614252106,"Normal","FC≤2"
"276",276,"C6864","Veratric acid",0.843963805,1.130837514,1.33991233664339,"Normal","FC≤2"
"277",277,"B4973","Cefpodoxime Proxetil",0.844043737,1.027911453,1.21784145529416,"Normal","FC≤2"
"278",278,"C7032","H-Trp-NH2.HCl",0.844752819,0.999692402,1.18341410589599,"Normal","FC≤2"
"279",279,"B7917","Vanillic acid",0.846319921,0.944140718,1.1155837108081,"Normal","FC≤2"
"280",280,"N1601","Tubeimoside I",0.84632299,0.85440613,1.00955089262079,"Normal","FC≤2"
"281",281,"N1672","Honokiol",0.84632299,1.011494253,1.19516338909806,"Normal","FC≤2"
"282",282,"B7446","Tramiprosate",0.846645367,0.935492726,1.10494046558693,"Normal","FC≤2"
"283",283,"B4794","Santacruzamate A (CAY10683)",0.847112987,0.895091434,1.05663760057547,"Normal","FC≤2"
"284",284,"C6653","(2-Aminoethyl)phosphonic acid",0.847495034,1.022771131,1.20681666554756,"Normal","FC≤2"
"285",285,"B1987","Nicotinic Acid",0.847651775,1.015712114,1.19826577842063,"Normal","FC≤2"
"286",286,"N1942","Benzoylmesaconitine",0.849745158,0.965484408,1.13620465960925,"Normal","FC≤2"
"287",287,"B5995","Calcium D-Panthotenate",0.849840256,0.947021685,1.11435258369309,"Normal","FC≤2"
"288",288,"C7138","1,4-Diaminobutane dihydrochloride",0.849956635,1.167333128,1.37340315956237,"Normal","FC≤2"
"289",289,"B2279","Oxcarbazepine",0.850182237,0.945139557,1.11169054805835,"Normal","FC≤2"
"290",290,"B3677","Inosine",0.850182237,0.873917228,1.0279175334029,"Normal","FC≤2"
"291",291,"N1840","Quercitrin",0.850328947,1.047536733,1.23191940800764,"Normal","FC≤2"
"292",292,"A1832","Doxorubicin (Adriamycin) HCl",0.850778443,0.813046561,0.955650166843731,"Normal","FC≤2"
"293",293,"A1971","Etoposide",0.850778443,1.089104231,1.2801267356512,"Normal","FC≤2"
"294",294,"C6682","N-Methylnicotinamide",0.851026264,0.984175994,1.15645783876771,"Normal","FC≤2"
"295",295,"B7894","L-Arabinose",0.851030422,0.610411219,0.717261337809143,"Normal","FC≤2"
"296",296,"N2282","Umbelliferone",0.851376147,1.00166627,1.17652611425582,"Normal","FC≤2"
"297",297,"B2280","Rufinamide",0.851716862,1.002887392,1.17748918301913,"Normal","FC≤2"
"298",298,"N1890","Compound K",0.851973684,0.924805532,1.08548603010607,"Normal","FC≤2"
"299",299,"N2558","Sclareol",0.852318668,1.020646669,1.19749420882097,"Normal","FC≤2"
"300",300,"B1791","Minocycline HCl",0.852529602,0.960288809,1.12639937281615,"Normal","FC≤2"
"301",301,"C3278","Proxyphylline",0.852600589,0.780128357,0.914998613729553,"Normal","FC≤2"
"302",302,"C6557","Caryophyllene oxide",0.852791878,0.98031648,1.1495377773755,"Normal","FC≤2"
"303",303,"C6726","Citraconic acid",0.852791878,1.049787727,1.23100108488604,"Normal","FC≤2"
"304",304,"B5986","Enoxolone",0.853035144,0.881141916,1.0329491372046,"Normal","FC≤2"
"305",305,"A8167","Rapamycin (Sirolimus)",0.853739876,0.955676701,1.11940033242631,"Normal","FC≤2"
"306",306,"C5621","Spectinomycin (hydrochloride hydrate)",0.854007147,1.25670816,1.47154290735696,"Normal","FC≤2"
"307",307,"C3088","Cyclic AMP",0.854170756,0.82576658,0.966746489738171,"Normal","FC≤2"
"308",308,"N2117","3-n-Butylphathlide",0.854638124,1.224470364,1.43273548138604,"Normal","FC≤2"
"309",309,"C7043","H-Tyr(3-I)-OH",0.855160451,1.099661643,1.28591265149609,"Normal","FC≤2"
"310",310,"C7072","6-Hydroxy-4-methylcoumarin",0.855160451,0.999692402,1.16901150050963,"Normal","FC≤2"
"311",311,"N1738","Cytisine",0.855263158,0.774416595,0.90547171096548,"Normal","FC≤2"
"312",312,"B1992","Novobiocin Sodium",0.855288278,1.056259503,1.23497483850702,"Normal","FC≤2"
"313",313,"B8389","Butamben",0.855740922,0.673163775,0.786644365945141,"Normal","FC≤2"
"314",314,"B6385","D-erythro-Sphingosine (synthetic)",0.856230032,0.823497118,0.961770887756014,"Normal","FC≤2"
"315",315,"A3375","DY131",0.856526946,0.952966202,1.11259337076361,"Normal","FC≤2"
"316",316,"N1849","Dihydromyricetin",0.856907895,0.850475367,0.992493326251826,"Normal","FC≤2"
"317",317,"N1871","5-HTP",0.856907895,0.945548833,1.10344278366113,"Normal","FC≤2"
"318",318,"B6126","17-Hydroxyprogesterone",0.857827476,0.90584683,1.05597786891125,"Normal","FC≤2"
"319",319,"N2261","Orcinol glucoside",0.857900102,1.094977386,1.27634602612508,"Normal","FC≤2"
"320",320,"N2276","3,4-Dihydroxybenzaldehyde",0.857900102,1.034039514,1.20531459500864,"Normal","FC≤2"
"321",321,"N2703","Nicotine",0.858026159,0.98013245,1.14231068565824,"Normal","FC≤2"
"322",322,"B8309","Cyclosporine",0.858881256,0.753030663,0.876757593368646,"Normal","FC≤2"
"323",323,"B6228","Quinolinic acid",0.85942492,0.810321164,0.942864402861392,"Normal","FC≤2"
"324",324,"A8235","Embelin",0.859456884,1.067551553,1.24212345362982,"Normal","FC≤2"
"325",325,"N2085","L-Theanine",0.859531091,1.146393716,1.33374316299165,"Normal","FC≤2"
"326",326,"C6407","Triiodothyronine",0.859778598,1.21207124,1.40974809424135,"Normal","FC≤2"
"327",327,"N1698","Protodioscin",0.860004886,0.718390805,0.835333399489547,"Normal","FC≤2"
"328",328,"M1191","hippurate",0.860249061,0.971571906,1.12940769138486,"Normal","FC≤2"
"329",329,"C7002","1,3-Dimethyluracil",0.860364267,0.979698554,1.13870204932628,"Normal","FC≤2"
"330",330,"C7027","10-Hydroxydecanoic acid",0.860364267,0.968932636,1.12618884019738,"Normal","FC≤2"
"331",331,"C7053","2-Aminobenzenesulfonamide",0.860364267,0.936634882,1.08864921281069,"Normal","FC≤2"
"332",332,"B7912","Pyridoxine",0.860451423,0.72308058,0.840350263445378,"Normal","FC≤2"
"333",333,"B8682","Nitrofurantoin",0.860451423,0.892797718,1.0375922383709,"Normal","FC≤2"
"334",334,"B2276","Vinpocetine",0.860924612,0.877767084,1.01956323674018,"Normal","FC≤2"
"335",335,"B6068","Deferoxamine mesylate",0.861022364,0.825144112,0.958330638668521,"Normal","FC≤2"
"336",336,"N1880","D-(-)-Salicin",0.861842105,1.189282627,1.37993098747479,"Normal","FC≤2"
"337",337,"B8698","Farnesyl Alcohol",0.86202159,0.606132636,0.703152499927525,"Normal","FC≤2"
"338",338,"C3290","Indole-3-Acetic Acid (sodium salt)",0.86202159,0.81293083,0.943051588765892,"Normal","FC≤2"
"339",339,"B4883","Abscisic Acid (Dormin)",0.862459237,0.964388835,1.1181848296443,"Normal","FC≤2"
"340",340,"B1951","Hydrocortisone",0.86292478,1.080587937,1.25223885331002,"Normal","FC≤2"
"341",341,"C6612","H-D-cis-Hyp-OH",0.863385566,0.993824778,1.15107874990813,"Normal","FC≤2"
"342",342,"C6885","Deoxycholic acid sodium salt",0.863385566,1.140486299,1.32094668235396,"Normal","FC≤2"
"343",343,"C6285","Bisphenol A",0.863468635,1.246701847,1.44382991630032,"Normal","FC≤2"
"344",344,"N1745","Cryptochlorogenic acid",0.863486842,0.886776145,1.02697123090614,"Normal","FC≤2"
"345",345,"C7065","4-Butylresorcinol",0.863833478,0.945862811,1.09495965957457,"Normal","FC≤2"
"346",346,"B7085","Cardamonin",0.864217252,0.841614054,0.973845467736624,"Normal","FC≤2"
"347",347,"C5268","Lanosterol",0.864726901,1.361272476,1.57422242146714,"Normal","FC≤2"
"348",348,"M1226","cis-aconitate",0.864993082,1.037904125,1.19989875826544,"Normal","FC≤2"
"349",349,"N1838","Hyperoside",0.865131579,0.985306828,1.13890979351246,"Normal","FC≤2"
"350",350,"B8610","Baccatin III",0.86673209,0.728785358,0.84084270838524,"Normal","FC≤2"
"351",351,"B8704","Sevoflurane",0.86673209,0.718801997,0.829324315198714,"Normal","FC≤2"
"352",352,"N1736","Sophocarpine",0.866776316,0.720829732,0.831621398386247,"Normal","FC≤2"
"353",353,"C6287","2-PhenylethylaMine",0.867158672,1.112796834,1.28326783774585,"Normal","FC≤2"
"354",354,"C7052","Glycyl-L-valine",0.867302689,1.048908028,1.20939095577968,"Normal","FC≤2"
"355",355,"N2449","6-Shogaol",0.867538644,0.895987534,1.03279264871572,"Normal","FC≤2"
"356",356,"N2201","Cucurbitacin Ⅱa",0.867686035,1.173054035,1.35193374986149,"Normal","FC≤2"
"357",357,"C6252","N-Acetyl-DL-methionine",0.867856427,1.124513619,1.29573692608029,"Normal","FC≤2"
"358",358,"B7892","Ketoisovaleric acid",0.868302257,0.621820775,0.716134007469245,"Normal","FC≤2"
"359",359,"N1817","p-Coumaric acid",0.868421053,0.98357822,1.1326052225498,"Normal","FC≤2"
"360",360,"B1398","Azithromycin",0.868681983,0.854401335,0.983560556936289,"Normal","FC≤2"
"361",361,"C6649","Sinapinic acid",0.870448025,0.972597453,1.11735270236267,"Normal","FC≤2"
"362",362,"C6768","Gallic acid trimethyl ether",0.870448025,1.12118873,1.28805936460135,"Normal","FC≤2"
"363",363,"C6789","Citiolone",0.870448025,1.182940949,1.35900239304926,"Normal","FC≤2"
"364",364,"C7123","Penicillin V potassium salt",0.870771899,1.121193479,1.28758573891462,"Normal","FC≤2"
"365",365,"A8405","Cytarabine",0.8708909,1.02773169,1.18009235140705,"Normal","FC≤2"
"366",366,"N2399","Arctigenin",0.871343639,0.791585508,0.908465354619981,"Normal","FC≤2"
"367",367,"B2054","Toltrazuril",0.872088583,0.928535226,1.06472581352438,"Normal","FC≤2"
"368",368,"A5346","Marbofloxacin",0.87279657,1.111163783,1.27310741264714,"Normal","FC≤2"
"369",369,"C3233","Tauroursodeoxycholic Acid",0.873012758,0.703113858,0.80538783832985,"Normal","FC≤2"
"370",370,"N1753","Scutellarin",0.873355263,0.931719965,1.06682813337555,"Normal","FC≤2"
"371",371,"C6681","7-Methoxy-4-methylcoumarin",0.873979254,0.918564261,1.05101380472814,"Normal","FC≤2"
"372",372,"M1240","N6-acetyllysine (H-Lys(Ac)-OH)",0.874481123,1.053511706,1.20472778461565,"Normal","FC≤2"
"373",373,"B1699","Chlortetracycline HCl",0.874919268,1.090530408,1.24643546883231,"Normal","FC≤2"
"374",374,"B2003","Pefloxacin Mesylate",0.875143184,0.973137354,1.11197501367959,"Normal","FC≤2"
"375",375,"N2535","Diosimin",0.875148633,0.930268796,1.06298377318039,"Normal","FC≤2"
"376",376,"B6149","Eugenol",0.875399361,0.932198737,1.06488395871699,"Normal","FC≤2"
"377",377,"C6206","delta-Gluconolactone",0.875877281,0.990272374,1.13060630236852,"Normal","FC≤2"
"378",378,"B7906","N-carbamoyl-DL-aspartic acid",0.876153091,0.705966247,0.805756727051254,"Normal","FC≤2"
"379",379,"B8679","Terconazole",0.876153091,0.725932969,0.828545806043387,"Normal","FC≤2"
"380",380,"B6470","Agmatine sulfate",0.876996805,0.85149602,0.97092260216387,"Normal","FC≤2"
"381",381,"C6383","Sultamicillin Tosylate",0.878228782,1.288258575,1.466882663611,"Normal","FC≤2"
"382",382,"B6040","D-Luciferin",0.878594249,0.864671974,0.984153919723642,"Normal","FC≤2"
"383",383,"B8626","L-α-Phosphatidylcholine",0.879293425,0.661754219,0.752597711054191,"Normal","FC≤2"
"384",384,"B4965","(-)-epicatechin gallate",0.879340111,0.922040423,1.04855949531455,"Normal","FC≤2"
"385",385,"C7070","Isohomovanillic acid",0.879444926,1.004306367,1.14197755573838,"Normal","FC≤2"
"386",386,"A3370","Docetaxel Trihydrate",0.879520958,0.867879934,0.986764358604403,"Normal","FC≤2"
"387",387,"N1764","6,7-Dihydroxycoumarin",0.879934211,0.829732066,0.942947842722301,"Normal","FC≤2"
"388",388,"B7684","Digoxin",0.880191693,1.035959374,1.17697017847225,"Normal","FC≤2"
"389",389,"N1915","Timosaponin A3",0.880733945,1.14068079,1.29514798024504,"Normal","FC≤2"
"390",390,"C4992","2'-Deoxyadenosine-5'-monophosphate",0.880806534,0.931396957,1.0574364756018,"Normal","FC≤2"
"391",391,"C6680","Tryptophol",0.881041713,0.97452721,1.10610791250925,"Normal","FC≤2"
"392",392,"C6685","Succinylsulfathiazole",0.881041713,0.908915477,1.03163728071976,"Normal","FC≤2"
"393",393,"B2051","Tioconazole",0.881252386,0.956918398,1.08586190880396,"Normal","FC≤2"
"394",394,"B6522","Spermine tetrahydrochloride",0.881789137,0.986549547,1.11880437805847,"Normal","FC≤2"
"395",395,"A6685","3-Chlorotyrosine",0.882324917,0.968949988,1.09817819867825,"Normal","FC≤2"
"396",396,"B2034","Streptomycin sulfate",0.882779687,0.936644703,1.06101750730474,"Normal","FC≤2"
"397",397,"C6736","Nicotinamide N-oxide",0.882807327,0.982246237,1.11263942534088,"Normal","FC≤2"
"398",398,"C7101","L-Glutamic acid monosodium salt",0.882914137,0.988926484,1.12007095883662,"Normal","FC≤2"
"399",399,"C6328","DL-α-Tocopherol",0.883763838,1.09201847,1.23564511586182,"Normal","FC≤2"
"400",400,"B3674","Hypoxanthine",0.883943986,0.981713186,1.11060565097843,"Normal","FC≤2"
"401",401,"B8692","Penicillamine",0.884003925,0.728785358,0.824414165355657,"Normal","FC≤2"
"402",402,"B8721","Diallyl Sulfide",0.884003925,0.790111719,0.893787568873068,"Normal","FC≤2"
"403",403,"B1985","Nalidixic acid",0.884306987,1.005575266,1.13713368862028,"Normal","FC≤2"
"404",404,"B2015","Probucol",0.884306987,0.922453117,1.04313675065422,"Normal","FC≤2"
"405",405,"C4068","Nonadecanoic Acid methyl ester",0.884379786,0.933333333,1.05535353450514,"Normal","FC≤2"
"406",406,"C7006","Sulfaquinoxaline sodium",0.884648742,1.001230391,1.13178298172497,"Normal","FC≤2"
"407",407,"N2808","Cordycepin",0.884661118,1.033112583,1.16780602422723,"Normal","FC≤2"
"408",408,"B4964","(-)-epicatechin",0.885478611,1.060635226,1.19781010272195,"Normal","FC≤2"
"409",409,"C7143","2,3,4-Trihydroxybenzoic acid",0.885550504,1.174470457,1.32626027730204,"Normal","FC≤2"
"410",410,"C7149","Nicotinic acid N-oxide",0.885550504,1.098383501,1.2403397615818,"Normal","FC≤2"
"411",411,"C6377","Vidarabine monohydrate",0.885608856,1.237467018,1.39730650796473,"Normal","FC≤2"
"412",412,"N2301","Allantoin",0.885626911,1.121637705,1.26649008862379,"Normal","FC≤2"
"413",413,"B1960","Levonorgestrel",0.885834288,1.025848961,1.15805966747587,"Normal","FC≤2"
"414",414,"B2019","Retapamulin",0.885834288,0.86974151,0.981833195871957,"Normal","FC≤2"
"415",415,"B4725","Buparvaquone",0.887013236,0.972088547,1.09591210992933,"Normal","FC≤2"
"416",416,"M1068","Histidine metabolism",0.887131844,0.983277592,1.10837819502284,"Normal","FC≤2"
"417",417,"B7908","O-Phosphorylethanolamine",0.887144259,0.768718802,0.866509357639883,"Normal","FC≤2"
"418",418,"C6606","(S)-(-)-Phenylethanol",0.888104171,0.976456966,1.0994847202446,"Normal","FC≤2"
"419",419,"C6865","6-Methylcoumarin",0.888104171,1.069085295,1.20378366627444,"Normal","FC≤2"
"420",420,"C7031","5-Methylcytosine",0.888117953,1.01968625,1.14814281881767,"Normal","FC≤2"
"421",421,"C7041","Ectoine",0.888117953,1.084281759,1.220875848008,"Normal","FC≤2"
"422",422,"C7066","S-Methyl-L-cysteine",0.888117953,1.058135958,1.19143628886872,"Normal","FC≤2"
"423",423,"B3255","Meisoindigo",0.888547861,1.016361886,1.1438459655467,"Normal","FC≤2"
"424",424,"B7900","Malonic acid",0.888714426,0.894223913,1.00619938963385,"Normal","FC≤2"
"425",425,"B7916","Trehalose",0.888714426,0.851438079,0.958055877220564,"Normal","FC≤2"
"426",426,"B7945","Urolithin A",0.888714426,0.790111719,0.889050178420306,"Normal","FC≤2"
"427",427,"B2012","Prednisolone",0.888888889,0.999493158,1.12442980260945,"Normal","FC≤2"
"428",428,"C6982","Inosine 5'-monophosphate disodium salt",0.889852559,0.661334974,0.743196125370697,"Normal","FC≤2"
"429",429,"C6776","DL-Panthenol",0.889869786,0.926283288,1.04092003411385,"Normal","FC≤2"
"430",430,"C6790","Methionine",0.889869786,1.042068699,1.17103503837808,"Normal","FC≤2"
"431",431,"C6100","Glycine",0.890314819,0.840466926,0.944010936428095,"Normal","FC≤2"
"432",432,"C6665","Higenamine hydrochloride",0.891635401,0.905055963,1.01505162534479,"Normal","FC≤2"
"433",433,"B7904","N-acetyl D-galactosamine",0.89185476,0.69740908,0.781976069735839,"Normal","FC≤2"
"434",434,"N2053","Catharanthine Sulfate",0.892150866,0.904546537,1.01389414220442,"Normal","FC≤2"
"435",435,"B8605","3,4-Dihydroxyphenylacetic Acid",0.893424926,0.790111719,0.884362743870882,"Normal","FC≤2"
"436",436,"C3241","Oxyresveratrol",0.893424926,0.822914191,0.921078164546307,"Normal","FC≤2"
"437",437,"B1995","(+,-)-Octopamine HCl",0.89347079,1.058286873,1.18446723143574,"Normal","FC≤2"
"438",438,"B2001","Oxytetracycline Dihydrate",0.89347079,0.91231627,1.02109244108585,"Normal","FC≤2"
"439",439,"B7298","Sodium citrate",0.89456869,0.747735383,0.835861338943128,"Normal","FC≤2"
"440",440,"C6280","o-Anisic acid",0.894833948,1.182058047,1.32098033343724,"Normal","FC≤2"
"441",441,"C6153","L(+)-2-Aminobutyric acid",0.895127331,1.077821012,1.20409798100556,"Normal","FC≤2"
"442",442,"N1548","Solasonine",0.895186904,0.927203065,1.0357647781228,"Normal","FC≤2"
"443",443,"B1223","Vancomycin hydrochloride",0.895767836,0.871088861,0.972449362426092,"Normal","FC≤2"
"444",444,"B7862","2-Deoxycytidine",0.896166134,0.970079605,1.08247742041991,"Normal","FC≤2"
"445",445,"N1807","Daidzin",0.896381579,1.026793431,1.14548698350705,"Normal","FC≤2"
"446",446,"B2059","Tylosin tartrate",0.896525391,1.009630005,1.12615885186904,"Normal","FC≤2"
"447",447,"C6419","Scopolamine HBr trihydrate",0.896678967,1.218997361,1.3594579619486,"Normal","FC≤2"
"448",448,"C7115","Benzoyleneurea",0.89679098,1.051984005,1.173053730982,"Normal","FC≤2"
"449",449,"C5512","Phenylacetyl L-Glutamine",0.896886166,0.979806362,1.09245342290183,"Normal","FC≤2"
"450",450,"C6559","Sodium 2-hydroxybutanoate",0.896932245,0.849093014,0.946663495189651,"Normal","FC≤2"
"451",451,"C6841","Oxytetracycline hydrochloride",0.896932245,0.87610961,0.976784606511721,"Normal","FC≤2"
"452",452,"B1922","Cyclosporin A",0.897308934,0.820327687,0.914208759009191,"Normal","FC≤2"
"453",453,"N1713","Dihydroartemisinin",0.899096018,1.017241379,1.13140460933506,"Normal","FC≤2"
"454",454,"B5971","Triacetyl Resveratrol",0.899361022,0.737853418,0.820419608978785,"Normal","FC≤2"
"455",455,"A8188","Atractyloside Dipotassium Salt",0.899475941,1.041004977,1.15734610515836,"Normal","FC≤2"
"456",456,"B2028","Sodium salicylate",0.899579992,1.005575266,1.11782751388717,"Normal","FC≤2"
"457",457,"M1093","Glutaric acid",0.899782566,0.99303233,1.10363588662819,"Normal","FC≤2"
"458",458,"C7124","Benzylpenicillin potassium",0.900260191,1.153491233,1.28128650420354,"Normal","FC≤2"
"459",459,"C6278","Glycylglycine",0.900369004,1.422163588,1.57953414842344,"Normal","FC≤2"
"460",460,"C6580","Acetosyringone",0.900463474,0.947510614,1.052247693947,"Normal","FC≤2"
"461",461,"C6636","2,2':5',2''-Terthiophene",0.900463474,0.993824778,1.10368138930197,"Normal","FC≤2"
"462",462,"C6703","Dehydrocholic acid",0.900463474,1.136626785,1.2622686181272,"Normal","FC≤2"
"463",463,"B7905","N-Acetylneuraminic acid",0.901275761,0.771571191,0.856087808401629,"Normal","FC≤2"
"464",464,"M1051","L-Lysine",0.901363906,1.13154961,1.25537488517984,"Normal","FC≤2"
"465",465,"M1138","Indole",0.901363906,1.078874025,1.19693502016044,"Normal","FC≤2"
"466",466,"N2287","Apigenin-7-O-β-D-glucopyranoside",0.901936799,1.10259462,1.22247436984773,"Normal","FC≤2"
"467",467,"C7098","Isoeugenol",0.901994796,1.041218087,1.15435043707281,"Normal","FC≤2"
"468",468,"C6421","Creatine monohydrate",0.902214022,1.156662269,1.28202648240375,"Normal","FC≤2"
"469",469,"C6637","1-beta-D-Arabinofuranosyluracil",0.902229089,1.003473562,1.11221592634773,"Normal","FC≤2"
"470",470,"C6713","Pazufloxacin mesylate",0.902229089,1.103820919,1.22343751986919,"Normal","FC≤2"
"471",471,"B5918","Solithromycin",0.902359486,1.031761309,1.14340384847464,"Normal","FC≤2"
"472",472,"B1698","Chlorquinaldol",0.90247578,0.956401,1.05975253984101,"Normal","FC≤2"
"473",473,"B7686","3,5-DHBA",0.902555911,1.006313478,1.11495971134358,"Normal","FC≤2"
"474",474,"B8694","Atropine",0.902845927,0.694556691,0.769297030898606,"Normal","FC≤2"
"475",475,"M1297","3-hydroxybutyrate (BHBA)",0.902945246,0.897435897,0.99389846834633,"Normal","FC≤2"
"476",476,"N2297","Syringic acid",0.903567788,1.117829088,1.2371280858454,"Normal","FC≤2"
"477",477,"C7060","Chelidonic acid",0.903729402,0.970470624,1.07385089148621,"Normal","FC≤2"
"478",478,"C6750","DEET",0.903994703,1.150135083,1.27228077684876,"Normal","FC≤2"
"479",479,"B8606","R-(−)-Mandelic Acid",0.904416094,0.81293083,0.898846045966095,"Normal","FC≤2"
"480",480,"M1283","pimelate",0.904526586,0.79793757,0.882160438786705,"Normal","FC≤2"
"481",481,"C6177","L-Asparagine",0.904752356,0.970817121,1.07301972143193,"Normal","FC≤2"
"482",482,"N2082","Schaftoside",0.905198777,1.272078077,1.40530246982426,"Normal","FC≤2"
"483",483,"B1993","Nystatin (Fungicidin)",0.905689194,0.965027876,1.06551771004127,"Normal","FC≤2"
"484",484,"B2021","Rifampin",0.905689194,1.044095286,1.15281853081268,"Normal","FC≤2"
"485",485,"B2090","D-Mannitol",0.905689194,1.10897111,1.22444997394989,"Normal","FC≤2"
"486",486,"C6714","1-Methyl-6-oxo-1,6-dihydropyridine-3-carboxylic acid",0.905760318,0.941721343,1.03970258387937,"Normal","FC≤2"
"487",487,"C4294","Phosphoenolpyruvic Acid (potassium salt)",0.905819296,1.024343015,1.13084697966072,"Normal","FC≤2"
"488",488,"C3253","α-Asarone",0.905986261,0.824340385,0.909881772478667,"Normal","FC≤2"
"489",489,"M1111","N-Acetyl-L-tyrosine",0.906107926,0.920847269,1.01626665276516,"Normal","FC≤2"
"490",490,"B4790","Phosphoramidon Disodium Salt",0.906963361,0.937439846,1.03360277416984,"Normal","FC≤2"
"491",491,"C6968","10-Undecenoic acid",0.907198612,0.912027069,1.00532238137948,"Normal","FC≤2"
"492",492,"C6976","Sparteine",0.907198612,0.84743156,0.934119109961778,"Normal","FC≤2"
"493",493,"C7026","Perillartine",0.907198612,1.087357736,1.19858840348402,"Normal","FC≤2"
"494",494,"B1990","Noradrenaline bitartrate monohydrate",0.907216495,0.960973137,1.05925448037626,"Normal","FC≤2"
"495",495,"B7864","2-Deoxy-D-ribose",0.907348243,0.961844634,1.06006116330794,"Normal","FC≤2"
"496",496,"C6881","Acetylvanillin",0.907525932,0.986105751,1.08658685799405,"Normal","FC≤2"
"497",497,"C6103","L-Valine",0.907960698,0.970817121,1.06922813194278,"Normal","FC≤2"
"498",498,"A1845","Canertinib (CI-1033)",0.908263473,0.839517844,0.924310917433536,"Normal","FC≤2"
"499",499,"B2057","Trimethoprim",0.908743795,0.979219463,1.07755284645437,"Normal","FC≤2"
"500",500,"C6944","Carboxine",0.909291547,0.916634504,1.00807547042995,"Normal","FC≤2"
"501",501,"B1695","Chlorhexidine HCl",0.909364909,1.078866981,1.18639609943427,"Normal","FC≤2"
"502",502,"C6470","(+)-Camphor",0.909594096,1.371372032,1.50767472879463,"Normal","FC≤2"
"503",503,"B3304","ATP disodium salt",0.910032611,1.064485082,1.16972190791084,"Normal","FC≤2"
"504",504,"B7863","2-Deoxycytidine 5-monophosphate",0.910543131,0.942080703,1.03463600012595,"Normal","FC≤2"
"505",505,"C4607","Stearic Acid",0.911179173,0.884923928,0.971185420191776,"Normal","FC≤2"
"506",506,"N2795","Glycyrrhetinic acid",0.911296076,0.941176471,1.03278889900542,"Normal","FC≤2"
"507",507,"N2476","Agrimol B",0.911296076,0.928710557,1.01910957531655,"Normal","FC≤2"
"508",508,"C6272","2,4-Dichlorophenol",0.911439114,0.953496042,1.04614343114531,"Normal","FC≤2"
"509",509,"N2200","Cucurbitacin Ⅱb",0.911722732,0.978814568,1.07358798200943,"Normal","FC≤2"
"510",510,"C6978","Corey Lactone Diol",0.912402428,0.885881267,0.97093260584791,"Normal","FC≤2"
"511",511,"C7087","2-Aminobenzenesulfonic acid",0.912402428,0.925868963,1.01475942477435,"Normal","FC≤2"
"512",512,"C7121","2-Acetylpyrazine",0.912402428,1.14733928,1.25749257651033,"Normal","FC≤2"
"513",513,"C6855","Ac-Ala-OH",0.912822776,1.015052103,1.1119925243846,"Normal","FC≤2"
"514",514,"B1224","Anidulafungin",0.913180169,0.897788903,0.983145422423206,"Normal","FC≤2"
"515",515,"N2456","Palmitic acid",0.913198573,1.028437865,1.12619302680404,"Normal","FC≤2"
"516",516,"N2031","Piceatannol",0.913353721,1.114020471,1.21970321616503,"Normal","FC≤2"
"517",517,"B7725","Methylmalonate",0.913738019,1.08866319,1.19143908578023,"Normal","FC≤2"
"518",518,"C3108","Linoleic Acid",0.913837095,0.753030663,0.824031621303357,"Normal","FC≤2"
"519",519,"C7148","Uridine 5'-monophosphate disodium salt",0.914014627,1.110089186,1.21452015450077,"Normal","FC≤2"
"520",520,"C7013","Isocytosine",0.914137034,1.15656721,1.26520113175942,"Normal","FC≤2"
"521",521,"C7059","Olivetol",0.914137034,0.976622578,1.0683546795239,"Normal","FC≤2"
"522",522,"C6571","Nicotinuric acid",0.914588391,0.947510614,1.03599676458172,"Normal","FC≤2"
"523",523,"C3589","L-(−)-Fucose",0.914752425,0.972060858,1.0626491184213,"Normal","FC≤2"
"524",524,"N2471","Berbamine hydrochloride",0.91510107,0.814959096,0.890567307499706,"Normal","FC≤2"
"525",525,"C6380","Methyl Aminolevulinate Hydrochloride",0.915129151,1.279023747,1.39764288527183,"Normal","FC≤2"
"526",526,"B7849","Rimantadine Hydrochloride",0.915335463,0.835026077,0.912262346160186,"Normal","FC≤2"
"527",527,"A2187","Cladribine",0.915928144,0.94918459,1.03630901203097,"Normal","FC≤2"
"528",528,"A4365","Lovastatin",0.916626965,1.048589713,1.14396559673542,"Normal","FC≤2"
"529",529,"C6320","p-Cresol",0.91697417,1.154353562,1.2588724958305,"Normal","FC≤2"
"530",530,"B7926","Cephalothin",0.916977429,0.700261469,0.763662710611822,"Normal","FC≤2"
"531",531,"N1852","Chrysophanol",0.917763158,1.000864304,1.09054748523693,"Normal","FC≤2"
"532",532,"A3190","ASC-J9",0.917844311,1.106121484,1.20512974885127,"Normal","FC≤2"
